corporate_allocation_after_exclusions_amt,corporate_allocation_amt,corporate_allocation_bps,gl_exception_amt,gl_exception_bps,gl_fee_income_amt,gl_fee_income_bps,gl_gos_amt,gl_gos_bps,gl_oi_amt,gl_oi_bps,llr_amt,llr_bps,loan_fin_component_id,loan_id,los_exception_amt,los_exception_bps,los_revenue_amt,los_revenue_bps,reporting_period_id,source_insert_datetime
-4450.4744,-298.2906,-298.2906,,,76.6433,76.6433,173.1003,173.1003,89,89,-3,-3,176,176,0,0,217.2,217.2,1,
-4116.0311,-167.7885,-167.7885,-10.9,-10.9,51.4365,51.4365,153,153,98,98,-3,-3,177,177,-10.9,-10.9,135.1,135.1,1,
0,,,,,-258,-258,,,,,-3,-3,178,178,-1640,-1640,0,0,1,
-3280.8923,-90.1033,-90.1033,23.3,23.3,-14.9752,-14.9752,177,177,77,77,-3,-3,179,179,23.3,23.3,391.9,391.9,1,
-3251.9401,-49.5739,-49.5739,-0.8,-0.8,7.8773,7.8773,109,109,65.9,65.9,-3,-3,180,180,-0.8,-0.8,262.7,262.7,1,
-4098.8355,-103.0512,-103.0512,13.4,13.4,-21.6153,-21.6153,201,201,150,150,-3,-3,181,181,13.4,13.4,243.6,243.6,1,
-4498.5322,-104.9624,-104.9624,-172.6999,-172.6999,18.6428,18.6428,128,128,96,96,-3.0001,-3.0001,182,182,-172.6999,-172.6999,51.6,51.6,1,
-4548.2352,-77.9644,-77.9644,2,2,15.5779,15.5779,112.5001,112.5001,58.9999,58.9999,-3,-3,183,183,2,2,181.7,181.7,1,
-4274.9649,-396.8314,-396.8314,-52.3999,-52.3999,25.9028,25.9028,160,160,100,100,-3.0003,-3.0003,184,184,-52.3999,-52.3999,175,175,1,
-2315.433,-565.6402,-565.6402,2.5997,2.5997,145.8909,145.8909,211.0005,211.0005,70,70,-3.0005,-3.0005,185,185,2.5997,2.5997,233.6,233.6,1,
-3779.3452,-260.2406,-260.2406,-15,-15,73.3854,73.3854,110,110,130,130,-3.0001,-3.0001,186,186,-15,-15,225,225,1,
-3564.8075,-496.2085,-496.2085,-27.6,-27.6,99.5649,99.5649,28.6,28.6,424.4,424.4,-3,-3,187,187,-27.6,-27.6,420.7,420.7,1,
0,,,,,-454.18,-454.18,,,,,-3,-3,188,188,-3280,-3280,0,0,1,
-4388.8515,-227.6087,-227.6087,-14.7,-14.7,59.6278,59.6278,206.5,206.5,83,83,-3,-3,189,189,-14.7,-14.7,294.4,294.4,1,
-3898.0866,-198.7358,-198.7358,-49.6001,-49.6001,-6.7528,-6.7528,225.0001,225.0001,142.9998,142.9998,-2.9998,-2.9998,190,190,-49.6001,-49.6001,268.4,268.4,1,
-4157.9274,-163.7985,-163.7985,-33.3001,-33.3001,33.1583,33.1583,158,158,120,120,-3,-3,191,191,-33.3001,-33.3001,96.1,96.1,1,
-4631.0828,-89.4872,-89.4872,-10,-10,25.9233,25.9233,119,119,66,66,-3,-3,192,192,-10,-10,121.1,121.1,1,
-4405.5643,-72.7083,-72.7083,-0.6,-0.6,17.2588,17.2588,95.5,95.5,59.7,59.7,-3,-3,193,193,-0.6,-0.6,129.6,129.6,1,
-4599.9683,-278.4574,-278.4574,-9.3,-9.3,76.3569,76.3569,145,145,180,180,-3,-3,194,194,-9.3,-9.3,132.3,132.3,1,
0,-57.234,-57.234,0.2,0.2,9.5235,9.5235,186.5,186.5,201,201,-3,-3,195,195,0.2,0.2,109,109,1,
-4315.6344,-121.3913,-121.3913,-4.2001,-4.2001,37.4182,37.4182,118,118,82.9999,82.9999,-3.0001,-3.0001,196,196,-4.2001,-4.2001,208.4,208.4,1,
-4338.5975,-69.1963,-69.1963,-12.5999,-12.5999,4.0244,4.0244,166.5,166.5,100,100,-3,-3,197,197,-12.5999,-12.5999,228.9,228.9,1,
-4211.706,-111.6443,-111.6443,-37.9,-37.9,28.1708,28.1708,138,138,96,96,-3,-3,198,198,-37.9,-37.9,196.1,196.1,1,
-3421.6948,-425.6098,-425.6098,-4.6,-4.6,63.1894,63.1894,40.9,40.9,387.9,387.9,-3,-3,199,199,-4.6,-4.6,20.2,20.2,1,
-3712.9739,-205.2981,-205.2981,0.1,0.1,48.6386,48.6386,271.4998,271.4998,114.9999,114.9999,-3.0001,-3.0001,200,200,0.1,0.1,104.2,104.2,1,
-4197.8554,-218.125,-218.125,12.6,12.6,54.5767,54.5767,194.8,194.8,140,140,-3,-3,201,201,12.6,12.6,247.4,247.4,1,
-3618.8808,-200.5839,-200.5839,-19.5001,-19.5001,51.6568,51.6568,271.4998,271.4998,79.9998,79.9998,-3.0001,-3.0001,202,202,-19.5001,-19.5001,303.3,303.3,1,
-3331.4116,-99.1477,-99.1477,,,21.4856,21.4856,129,129,125,125,-3,-3,203,203,0,0,103.3,103.3,1,
-4492.1556,-93.1702,-93.1702,,,16.6957,16.6957,122.0001,122.0001,77,77,-3,-3,204,204,0,0,197.5,197.5,1,
0,-232.6667,-232.6667,-44,-44,55.9302,55.9302,171.9,171.9,143,143,-3,-3,205,205,-44,-44,245.9,245.9,1,
-4122.2052,-102.306,-102.306,-0.1999,-0.1999,-6.2795,-6.2795,193,193,100,100,-3,-3,206,206,-0.1999,-0.1999,111.5,111.5,1,
-3975.4666,-281.0889,-281.0889,8.6002,8.6002,87.057,87.057,169.2,169.2,84.0002,84.0002,-2.9999,-2.9999,207,207,8.6002,8.6002,158.1,158.1,1,
-4325.8305,-113.8043,-113.8043,-159.4,-159.4,34.5046,34.5046,133,133,100,100,-3,-3,208,208,-159.4,-159.4,23.6,23.6,1,
-1004.6224,-72.2963,-72.2963,-4.5,-4.5,26.3142,26.3142,47.3001,47.3001,148.5,148.5,-3.0001,-3.0001,209,209,-4.5,-4.5,191.3,191.3,1,
-910.3356,-162.7215,-162.7215,2.0997,2.0997,90.3041,90.3041,-34.2003,-34.2003,334.0999,334.0999,-3.0003,-3.0003,210,210,2.0997,2.0997,285.3,285.3,1,
-3956.7276,-31.9988,-31.9988,-4.9,-4.9,-1.6089,-1.6089,109,109,48.9,48.9,-3,-3,211,211,-4.9,-4.9,154.3,154.3,1,
-4397.9956,-138.4921,-138.4921,-8.2,-8.2,36.5757,36.5757,165,165,60,60,-3,-3,212,212,-8.2,-8.2,214.8,214.8,1,
-1366.9875,-57.95,-57.95,-19.6,-19.6,-1.9173,-1.9173,50,50,160,160,-3,-3,213,213,-19.6,-19.6,190.4,190.4,1,
-4253.4766,-139.2287,-139.2287,-3,-3,37.1713,37.1713,165,165,72,72,-3,-3,214,214,-3,-3,234,234,1,
-1488.8189,-49.9569,-49.9569,7.6,7.6,22.7153,22.7153,15,15,138.1,138.1,-3,-3,215,215,7.6,7.6,110.7,110.7,1,
-4635.4337,-80.5385,-80.5385,-9.3,-9.3,21.658,21.658,112.5,112.5,77.3,77.3,-3,-3,216,216,-9.3,-9.3,181.7,181.7,1,
-1740.7058,-90.902,-90.902,-1.4,-1.4,56.5435,56.5435,-7.5,-7.5,251.4,251.4,-3,-3,217,217,-1.4,-1.4,242.5,242.5,1,
-1114.1507,-152.3076,-152.3076,-1.6,-1.6,58.3677,58.3677,9.9999,9.9999,410.7003,410.7003,-3.0002,-3.0002,218,218,-1.6,-1.6,407.8,407.8,1,
-2788.7603,-59.8286,-59.8286,-17.1,-17.1,-3.5493,-3.5493,128.2,128.2,98.3,98.3,-3,-3,219,219,-17.1,-17.1,209.1,209.1,1,
-1119.0076,-134.7674,-134.7674,1.6,1.6,-14.4639,-14.4639,188,188,,,-3,-3,220,220,1.6,1.6,189.6,189.6,1,
-4141.5444,-237.0655,-237.0655,1.1,1.1,56.8677,56.8677,262.4001,262.4001,88.9999,88.9999,-3.0001,-3.0001,221,221,1.1,1.1,287.1,287.1,1,
-912.5076,-99.9138,-99.9138,10.1,10.1,84.1677,84.1677,11.2,11.2,205.2,205.2,-3,-3,222,222,10.1,10.1,76.5,76.5,1,
-1424.5284,-90.5469,-90.5469,-30.1,-30.1,74.5109,74.5109,33.2,33.2,185.9,185.9,-3,-3,223,223,-30.1,-30.1,202.4,202.4,1,
-1758.886,-42.1455,-42.1455,,,20.3062,20.3062,53.1,53.1,86.5,86.5,-3,-3,224,224,0,0,111.5,111.5,1,
-4124.124,-102.9499,-102.9499,1,1,-1.9998,-1.9998,193,193,100,100,-3,-3,225,225,1,1,255,255,1,
-3903.5406,-176.2626,-176.2626,-8.8,-8.8,-2.9178,-2.9178,238,238,155,155,-3,-3,226,226,-8.8,-8.8,356,356,1,
-1782.9506,-86.0351,-86.0351,62.5001,62.5001,-7.405,-7.405,-22.3001,-22.3001,237.4999,237.4999,-3.0001,-3.0001,227,227,62.5001,62.5001,242.8,242.8,1,
-3518.8098,-149.1453,-149.1453,-1.4,-1.4,26.5675,26.5675,147.8,147.8,235,235,-3,-3,228,228,-1.4,-1.4,161.9,161.9,1,
-2744.1323,-95.2917,-95.2917,2.1001,2.1001,26.8353,26.8353,148.0001,148.0001,200,200,-3,-3,229,229,2.1001,2.1001,349.6,349.6,1,
-3893.7559,-239.1115,-239.1115,3,3,68.9609,68.9609,199,199,79,79,-3,-3,230,230,3,3,257.5,257.5,1,
-3717.1552,-132.4616,-132.4616,-9.1999,-9.1999,24.3833,24.3833,193.4999,193.4999,300,300,-2.9999,-2.9999,231,231,-9.1999,-9.1999,486.2,486.2,1,
-3704.3484,-194.7182,-194.7182,-39.8999,-39.8999,35.38,35.38,170,170,210,210,-3.0002,-3.0002,232,232,-39.8999,-39.8999,209.1,209.1,1,
-3595.3487,-47.1619,-47.1619,-1.5,-1.5,14.5179,14.5179,50,50,39,39,-3,-3,233,233,-1.5,-1.5,62.5,62.5,1,
-3248.6897,-88.4286,-88.4286,-37.2,-37.2,-99.5962,-99.5962,107,107,120,120,-3,-3,234,234,0,0,189.8,189.8,1,
-4038.1496,-158.3245,-158.3245,48.9998,48.9998,48.5601,48.5601,168,168,96,96,-3.0002,-3.0002,235,235,49.0002,49.0002,186.6,186.6,1,
-4254.3254,-103.5256,-103.5256,-60.6,-60.6,19.4709,19.4709,186.9,186.9,100,100,-3,-3,236,236,-60.6,-60.6,201.6,201.6,1,
-4043.4769,-87.25,-87.25,-20.6,-20.6,24.2915,24.2915,87,87,50,50,-3,-3,237,237,-20.6,-20.6,116.4,116.4,1,
-3562.4552,-74.6524,-74.6524,-50,-50,21.7141,21.7141,112.8,112.8,235.0001,235.0001,-3.0001,-3.0001,238,238,-50,-50,106.8,106.8,1,
-4382.4955,-180.3273,-180.3273,5.3,5.3,39.2047,39.2047,229,229,90,90,-3,-3,239,239,5.3,5.3,231.6,231.6,1,
-3956.4309,-219.587,-219.587,-48.2998,-48.2998,63.1445,63.1445,302.0002,302.0002,75.0001,75.0001,-3,-3,240,240,-48.2998,-48.2998,229.7,229.7,1,
-3973.5691,-70.0424,-70.0424,2.3,2.3,12.9246,12.9246,148,148,84.7,84.7,-3,-3,241,241,2.3,2.3,184.3,184.3,1,
-3501.3576,-48.9184,-48.9184,-64.8,-64.8,7.2082,7.2082,62.9,62.9,112.2,112.2,-3,-3,242,242,-64.8,-64.8,10.4,10.4,1,
-3905.0153,-101.6189,-101.6189,-50,-50,29.7375,29.7375,168,168,80,80,-3,-3,243,243,-50,-50,170.3,170.3,1,
-3784.9998,-185.6796,-185.6796,-3.0999,-3.0999,31.0316,31.0316,291.9999,291.9999,150.0002,150.0002,-2.9999,-2.9999,244,244,-3.0999,-3.0999,434.3,434.3,1,
-3926.5462,-140.9207,-140.9207,-42.6999,-42.6999,45.6331,45.6331,185,185,95,95,-3,-3,245,245,-42.6999,-42.6999,229.3,229.3,1,
-2299.3779,-150.185,-150.185,81.7001,81.7001,31.6892,31.6892,241.5001,241.5001,125.9999,125.9999,-3,-3,246,246,81.7001,81.7001,449.2,449.2,1,
-4359.3017,-339.9351,-339.9351,-15,-15,97.1195,97.1195,196.8,196.8,105,105,-3,-3,247,247,-15,-15,286.8,286.8,1,
-4319.9153,-97.9145,-97.9145,-29.1,-29.1,-3.8436,-3.8436,152.5,152.5,95.0001,95.0001,-3.0001,-3.0001,248,248,-29.1,-29.1,241.6,241.6,1,
-4341.1904,-64.9101,-64.9101,3.1001,3.1001,12.8412,12.8412,83.5001,83.5001,62,62,-3,-3,249,249,3.1001,3.1001,148.6,148.6,1,
-4612.6431,-100.77,-100.77,0.1001,0.1001,26.519,26.519,126,126,100,100,-3,-3,250,250,0.1001,0.1001,226.1,226.1,1,
-4186.7577,-365.9304,-365.9304,31.0003,31.0003,84.0535,84.0535,175,175,150,150,-3.0001,-3.0001,251,251,31.0003,31.0003,356,356,1,
-4649.7559,-133.5459,-133.5459,3.7,3.7,39.3403,39.3403,145,145,165,165,-3,-3,252,252,3.7,3.7,263.7,263.7,1,
-3701.5345,-99.7143,-99.7143,1,1,-17.9579,-17.9579,170,170,255,255,-3,-3,253,253,1,1,193.6,193.6,1,
-4327.4858,-269.8454,-269.8454,,,68.815,68.815,203,203,125,125,-3,-3,254,254,0,0,321.9,321.9,1,
-4336.5935,-323.1481,-323.1481,-32.5,-32.5,74.5161,74.5161,75,75,95,95,-3,-3,255,255,-32.5,-32.5,100,100,1,
-3665.8965,-166.1905,-166.1905,1.6,1.6,44.901,44.901,168,168,90,90,-3,-3,256,256,1.6,1.6,157.6,157.6,1,
-3942.1052,-159.1514,-159.1514,28.3001,28.3001,21.7018,21.7018,277.4999,277.4999,108.0001,108.0001,-3,-3,257,257,28.3001,28.3001,413.8,413.8,1,
-3885.4155,-319.256,-319.256,,,65.277,65.277,217.3002,217.3002,125.0002,125.0002,-2.9998,-2.9998,258,258,0,0,66,66,1,
-4620.1733,-107.3626,-107.3626,8.6001,8.6001,20.5578,20.5578,153,153,91,91,-3,-3,259,259,8.6001,8.6001,252.6,252.6,1,
-4327.4774,-342.7707,-342.7707,-19.9999,-19.9999,95.8972,95.8972,271.4999,271.4999,125.0003,125.0003,-3.0001,-3.0001,260,260,-19.9999,-19.9999,299.6,299.6,1,
-3420.7487,-313.8075,-313.8075,-6.9002,-6.9002,-209.2146,-209.2146,159.9999,159.9999,83.9997,83.9997,-3.0002,-3.0002,261,261,-6.9002,-6.9002,212.5,212.5,1,
-2203.7402,-138.4825,-138.4825,-188.4,-188.4,24.4092,24.4092,234.5,234.5,126.0001,126.0001,-3.0001,-3.0001,262,262,-188.4,-188.4,172.1,172.1,1,
-3733.9063,-103.869,-103.869,-4.4,-4.4,30.6623,30.6623,146,146,84,84,-3,-3,263,263,-4.4,-4.4,225.6,225.6,1,
-4680.2375,-109.0625,-109.0625,-1.4,-1.4,26.0973,26.0973,143,143,90,90,-3,-3,264,264,-1.4,-1.4,181.6,181.6,1,
-1107.7318,-54.9812,-54.9812,0.6001,0.6001,-11.8119,-11.8119,140.0001,140.0001,50.0001,50.0001,-3,-3,265,265,0.6001,0.6001,159.7,159.7,1,
-4136.7894,-153.9706,-153.9706,-47.7,-47.7,37.8935,37.8935,135,135,120,120,-3,-3,266,266,-47.7,-47.7,117.4,117.4,1,
-4247.8216,-307.9412,-307.9412,73.8,73.8,93.9241,93.9241,176.5,176.5,65,65,-3,-3,267,267,73.8,73.8,215.3,215.3,1,
-4476.0126,-119.7941,-119.7941,-0.5,-0.5,34.0206,34.0206,120,120,72,72,-3,-3,268,268,-0.5,-0.5,191.5,191.5,1,
-3786.157,-240.1156,-240.1156,3.6001,3.6001,66.5402,66.5402,211.7998,211.7998,71.9998,71.9998,-3.0002,-3.0002,269,269,3.6001,3.6001,287.4,287.4,1,
-4493.9896,-227.6087,-227.6087,7.3,7.3,91.2613,91.2613,181.5,181.5,60,60,-3,-3,270,270,7.3,7.3,237.7,237.7,1,
-3710.3016,-77.9018,-77.9018,7.9,7.9,22.1167,22.1167,136,136,83.3,83.3,-3,-3,271,271,7.9,7.9,227.2,227.2,1,
-4043.8938,-263.2638,-263.2638,19.8999,19.8999,52.4189,52.4189,160,160,98,98,-3.0003,-3.0003,272,272,19.8999,19.8999,200,200,1,
-3547.1711,-112.945,-112.945,,,31.9497,31.9497,158,158,84,84,-3,-3,273,273,0,0,227,227,1,
-4521.0762,-73.4737,-73.4737,-29,-29,19.9377,19.9377,113.5001,113.5001,140.4,140.4,-3,-3,274,274,-29,-29,75.8,75.8,1,
-3937.2841,-192.1291,-192.1291,24.0002,24.0002,33.0202,33.0202,299.5001,299.5001,100,100,-2.9999,-2.9999,275,275,24.0002,24.0002,423.5,423.5,1,
-3785.7167,-34.9,-34.9,0.9,0.9,15.1841,15.1841,30.2,30.2,40,40,-3,-3,276,276,0.9,0.9,100.8,100.8,1,
-3119.3306,-58.0377,-58.0377,-5.8,-5.8,15.9184,15.9184,50,50,66.5,66.5,-3,-3,277,277,-5.8,-5.8,124,124,1,
-4016.284,-149.4007,-149.4007,16.5,16.5,42.117,42.117,150,150,66,66,-3,-3,278,278,16.5,16.5,232.5,232.5,1,
-3716.9727,-91.8421,-91.8421,-37.7,-37.7,27.9088,27.9088,154,154,84,84,-3,-3,279,279,-37.7,-37.7,200.3,200.3,1,
-4823.6826,-86.1728,-86.1728,0.4,0.4,17.1483,17.1483,107,107,60,60,-3,-3,280,280,0.4,0.4,169.9,169.9,1,
-4298.5731,-397.2741,-397.2741,0.2003,0.2003,-71.8144,-71.8144,203.3004,203.3004,71.0001,71.0001,-2.9999,-2.9999,281,281,0.2003,0.2003,268.5,268.5,1,
0,,,,,-186.4182,-186.4182,,,,,-3,-3,282,282,-993.903,-993.903,0,0,1,
-4088.9587,-76.9853,-76.9853,3.5,3.5,17.7394,17.7394,112.5,112.5,73.5,73.5,-3,-3,283,283,3.5,3.5,142.1,142.1,1,
-3123.367,-85.648,-85.648,61.7001,61.7001,17.5524,17.5524,194.5,194.5,77,77,-3.0001,-3.0001,284,284,61.7001,61.7001,398.6,398.6,1,
-4467.8786,-141.8699,-141.8699,-44.6,-44.6,42.5851,42.5851,130,130,72,72,-3,-3,285,285,-44.6,-44.6,-184.5,-184.5,1,
-3568.1058,-38.7778,-38.7778,1.2,1.2,1.9919,1.9919,62.5,62.5,59.3,59.3,-3,-3,286,286,1.2,1.2,108,108,1,
-3569.02,-503.3654,-503.3654,51.7,51.7,143.0779,143.0779,125.5,125.5,104,104,-3,-3,287,287,51.7,51.7,281.2,281.2,1,
-1296.5095,-35.5521,-35.5521,-6.1,-6.1,-5.4117,-5.4117,2,2,102.8,102.8,-3,-3,288,288,-6.1,-6.1,116.3,116.3,1,
-851.7472,-94.2085,-94.2085,2.3999,2.3999,64.3361,64.3361,13.4001,13.4001,193.5001,193.5001,-3.0002,-3.0002,289,289,2.3999,2.3999,210.3,210.3,1,
-1709.0261,-94.6122,-94.6122,,,57.9188,57.9188,13.3,13.3,194.3,194.3,-3,-3,290,290,0,0,214.1,214.1,1,
-4019.0092,-114.8522,-114.8522,-103.8999,-103.8999,32.7786,32.7786,130,130,240,240,-3,-3,291,291,-103.8999,-103.8999,141.6,141.6,1,
-4348.0105,-387.7778,-387.7778,-3.7,-3.7,118.9859,118.9859,142.8,142.8,170,170,-3,-3,292,292,-3.7,-3.7,294.3,294.3,1,
-3946.9515,-198.2204,-198.2204,-1.8001,-1.8001,46.2052,46.2052,100,100,100,100,-3,-3,293,293,-1.8001,-1.8001,-75.5,-75.5,1,
-4370.2776,-96.5457,-96.5457,20.3001,20.3001,35.0292,35.0292,130,130,185.0001,185.0001,-3,-3,294,294,20.3001,20.3001,301.4,301.4,1,
-4029.7957,-377.7056,-377.7056,-2.6999,-2.6999,85.4517,85.4517,206,206,108,108,-3,-3,295,295,-2.6999,-2.6999,97.3,97.3,1,
-3785.2449,-242.3611,-242.3611,60.9,60.9,58.519,58.519,80.3,80.3,238.9,238.9,-3,-3,296,296,60.9,60.9,-196.1,-196.1,1,
-3407.4587,-601.7241,-601.7241,8.2,8.2,94.0356,94.0356,10.6,10.6,444.8,444.8,-3,-3,297,297,8.2,8.2,43.6,43.6,1,
-4016.9404,-104.7,-104.7,-10,-10,23.8412,23.8412,141,141,88,88,-3,-3,298,298,-10,-10,219,219,1,
0,,,,,-306.8933,-306.8933,,,,,-3,-3,299,299,-2186.7067,-2186.7067,0,0,1,
-4434.1135,-117.2452,-117.2452,-17.3001,-17.3001,28.9991,28.9991,151,151,91,91,-3,-3,300,300,-17.3001,-17.3001,224.7,224.7,1,
0,,,,,-321.3655,-321.3655,,,,,-3.0018,-3.0018,301,301,-1930.5003,-1930.5003,0,0,1,
-4364.1019,-135.2713,-135.2713,-0.9,-0.9,39.6625,39.6625,133,133,125,125,-3,-3,302,302,-0.9,-0.9,167.1,167.1,1,
-3802.0159,-245.1302,-245.1302,20.3999,20.3999,27.8086,27.8086,262.8001,262.8001,118.0001,118.0001,-3.0001,-3.0001,303,303,20.3999,20.3999,398.9,398.9,1,
0,,,,,122.4256,122.4256,,,,,-3,-3,304,304,2.5009,2.5009,384.7,384.7,1,
-3921.4301,-103.4074,-103.4074,-1.3,-1.3,18.9618,18.9618,101.0001,101.0001,62,62,-3.0001,-3.0001,305,305,-1.3,-1.3,205.2,205.2,1,
-4404.4363,-381.1098,-381.1098,,,-3.2505,-3.2505,,,175.0004,175.0004,-3.0001,-3.0001,306,306,,,175,175,1,
-3185.5438,-269.9845,-269.9845,-30.5003,-30.5003,33.5023,33.5023,52.6998,52.6998,259.6998,259.6998,-3,-3,307,307,-30.5003,-30.5003,220,220,1,
-4160.72,-218.0777,-218.0777,,,-4.0416,-4.0416,228.8,228.8,100,100,-3.0002,-3.0002,308,308,0,0,279,279,1,
-4118.4468,-168.2679,-168.2679,11.4001,11.4001,45.0421,45.0421,208,208,90,90,-2.9999,-2.9999,309,309,11.4001,11.4001,410.2,410.2,1,
-4428.4314,-87.6004,-87.6004,-53.1001,-53.1001,20.2207,20.2207,104,104,75.3,75.3,-3,-3,310,310,-53.1001,-53.1001,127,127,1,
-4394.6014,-95.3552,-95.3552,-22,-22,25.7288,25.7288,154,154,90,90,-3,-3,311,311,-22,-22,209.7,209.7,1,
-3927.8868,-199.4673,-199.4673,-15.1001,-15.1001,-4.8844,-4.8844,238.0001,238.0001,96,96,-2.9998,-2.9998,312,312,-15.1001,-15.1001,157.9,157.9,1,
-3588.7328,-98.1443,-98.1443,0.3,0.3,19.804,19.804,199.5,199.5,97.5,97.5,-3,-3,313,313,0.3,0.3,206.9,206.9,1,
-4010.6361,-276.7645,-276.7645,-6.5001,-6.5001,86.774,86.774,160,160,84,84,-3.0003,-3.0003,314,314,-6.5001,-6.5001,212.5,212.5,1,
-3812.1455,-205.2941,-205.2941,8.9,8.9,52.478,52.478,189,189,78,78,-3,-3,315,315,8.9,8.9,275.9,275.9,1,
-1074.6189,-67.249,-67.249,11.7999,11.7999,-6.3045,-6.3045,76.5,76.5,90,90,-3.0001,-3.0001,316,316,11.7999,11.7999,157.6,157.6,1,
-3888.867,-69.8,-69.8,-17.5,-17.5,-6.1559,-6.1559,160,160,105,105,-3,-3,317,317,4.4,4.4,247.5,247.5,1,
0,,,,,-412.8718,-412.8718,,,,,-3.0051,-3.0051,318,318,-1707.7026,-1707.7026,0,0,1,
-4603.9145,-145.4167,-145.4167,1.5,1.5,36.2483,36.2483,165,165,83,83,-3,-3,319,319,1.5,1.5,249.5,249.5,1,
-4047.6949,-60.1815,-60.1815,4.7,4.7,7.8218,7.8218,50,50,55.2,55.2,-3,-3,320,320,4.7,4.7,112.5,112.5,1,
-3596.5371,-25.8281,-25.8281,-17.5,-17.5,2.4338,2.4338,29.5,29.5,49.5,49.5,-3,-3,321,321,-17.5,-17.5,99.9,99.9,1,
-4329.9745,-291.7059,-291.7059,0.2,0.2,76.2312,76.2312,233,233,78,78,-3,-3,322,322,0.2,0.2,291.2,291.2,1,
-4596.585,-101.0097,-101.0097,7.8001,7.8001,-44.1682,-44.1682,120.0001,120.0001,200,200,-2.9999,-2.9999,323,323,7.8001,7.8001,200,200,1,
-4203.2818,-90.9908,-90.9908,25.5,25.5,19.0031,19.0031,159,159,80,80,-3,-3,324,324,25.5,25.5,264.5,264.5,1,
-4007.6037,-59.6034,-59.6034,0.5,0.5,10.8698,10.8698,71.6,71.6,117.2,117.2,-3,-3,325,325,0.5,0.5,164.3,164.3,1,
-3310.5259,-227.8041,-227.8041,,,-24.2013,-24.2013,261,261,55.0001,55.0001,-3.0002,-3.0002,326,326,0,0,178.4,178.4,1,
-3545.7731,-57.3958,-57.3958,1.7,1.7,9.1352,9.1352,79.5,79.5,122.1,122.1,-3,-3,327,327,1.7,1.7,215.5,215.5,1,
-4336.2111,-117.791,-117.791,-2.3,-2.3,34.3119,34.3119,190,190,60,60,-3,-3,328,328,-2.3,-2.3,246.5,246.5,1,
-3514.0494,-123.975,-123.975,-21.3,-21.3,36.9265,36.9265,155,155,24,24,-3,-3,329,329,-21.3,-21.3,157.7,157.7,1,
-3878.4385,-225.4091,-225.4091,-1.1,-1.1,62.6714,62.6714,233,233,91,91,-3,-3,330,330,-1.1,-1.1,222.9,222.9,1,
-4127.6656,-113.5029,-113.5029,,,34.1303,34.1303,200,200,78,78,-3,-3,331,331,0,0,176.5,176.5,1,
-4006.1732,-140.8807,-140.8807,8,8,42.2534,42.2534,195,195,24,24,-3,-3,332,332,8,8,209.8,209.8,1,
-4541.6943,-95.8817,-95.8817,19.8001,19.8001,18.5433,18.5433,161,161,60,60,-3,-3,333,333,19.8001,19.8001,240.8,240.8,1,
-1760.4643,-80.4861,-80.4861,6,6,51.9677,51.9677,39.6,39.6,165.3,165.3,-3,-3,334,334,6,6,210.9,210.9,1,
-1393.8521,-28.7415,-28.7415,-4.2,-4.2,-6.3602,-6.3602,25,25,79.4,79.4,-3,-3,335,335,-4.2,-4.2,103.3,103.3,1,
-1561.0559,-24.1458,-24.1458,-40.1,-40.1,-5.2281,-5.2281,50,50,34.4,34.4,-3,-3,336,336,-40.1,-40.1,62,62,1,
-1761.9486,-33.2425,-33.2425,30.1,30.1,0.9187,0.9187,-39.6,-39.6,91.9,91.9,-3,-3,337,337,30.1,30.1,84.9,84.9,1,
-1028.3545,-36.8462,-36.8462,-27.5,-27.5,-15.3091,-15.3091,10,10,118.2999,118.2999,-3,-3,338,338,-27.5,-27.5,272.3,272.3,1,
-1044.8025,-59.1493,-59.1493,,,-3.539,-3.539,50,50,163.2999,163.2999,-3.0001,-3.0001,339,339,0,0,213.9,213.9,1,
-1876.0694,-43.7072,-43.7072,-2.3999,-2.3999,-1.8699,-1.8699,64.0999,64.0999,86.7,86.7,-2.9999,-2.9999,340,340,-2.3999,-2.3999,104.2,104.2,1,
-1855.6566,-96.1431,-96.1431,29.2,29.2,-12.5824,-12.5824,12.9001,12.9001,190.8,190.8,-3,-3,341,341,29.2,29.2,215.4,215.4,1,
-4309.2483,-156.4321,-156.4321,-3.1,-3.1,61.6118,61.6118,145.0001,145.0001,190,190,-3.0001,-3.0001,342,342,-3.1,-3.1,339.4,339.4,1,
-3866.8427,-149.9991,-149.9991,-62.6999,-62.6999,16.6309,16.6309,193.8,193.8,200,200,-3,-3,343,343,-62.6999,-62.6999,238,238,1,
-4789.9177,-174.4634,-174.4634,-0.4999,-0.4999,51.2769,51.2769,147.9999,147.9999,120.0001,120.0001,-3,-3,344,344,-0.4999,-0.4999,219.6,219.6,1,
-4423.804,-74.2553,-74.2553,,,17.2637,17.2637,85.5,85.5,63.8,63.8,-3,-3,345,345,0,0,144.3,144.3,1,
-3670.3566,-68.5539,-68.5539,90.1,90.1,9.7368,9.7368,176.5,176.5,73.3,73.3,-3,-3,346,346,90.1,90.1,364.9,364.9,1,
0,,,,,-195.4823,-195.4823,,,,,-2.9979,-2.9979,347,347,-1406.2965,-1406.2965,0,0,1,
-4044.1221,-111.859,-111.859,-27.7,-27.7,34.209,34.209,158,158,66,66,-3,-3,348,348,-27.7,-27.7,196.3,196.3,1,
